_id,categoria,link,nombre,puntuacion,ubicacion
Claudia Ioja,Tours y desfiles de moda • Recorridos de compras • Tours privados • Excursiones de un día,https://tripadvisor.mediaroom.com/ES-terms-of-use,Claudia Ioja,5.0,no disponible
Rolling Dance & Burger,Centros de juego y entretenimiento,http://www.rollingdance.com/,Rolling Dance & Burger,4.0,"Estacion de Chamartin, s/n, 28036 Madrid España"
Leathercraft Workshop,Estudios de pintura y cerámica,https://www.tripadvisor.es/Attractions-g187514-Activities-c56-Madrid.html,Leathercraft Workshop,5.0,no disponible
Komanata Quest,Juegos de escape,http://komnataquest.es/madrid/,Komanata Quest,4.0,"Calle Naciones, 8, 28006 Madrid España"
Le Max Wellness Club,Gimnasios • Yoga y pilates • Baños turcos • Spas,http://www.lemaxclub.com/,Le Max Wellness Club,4.0,"Calle de Velazquez 6 Hotel Wellington, 28001 Madrid España"
Gros Debit Adventure,Rutas de rápel y barranquismo • Recorridos de esquí y snowboard • Escaladas guiadas • Acampadas y senderismo guiado,tel:%2B34666028431,Gros Debit Adventure,5.0,no disponible
CSI MadRoom,Juegos de escape,http://www.csimadroom.com/,CSI MadRoom,4.0,"Calle Mancebos 17, 28005 Madrid España"
La Esquina del Bernabéu,Tiendas de regalos y especializadas,http://www.laesquinadelbernabeu.com/,La Esquina del Bernabéu,3.5,"Avenida Concha Espina 1, 28036 Madrid España"
Escapemaps,Juegos de escape,http://www.escapemaps.es/,Escapemaps,5.0,"Calle del Duque de Alba 15, 28012 Madrid España"
The Dash,Bares y discotecas,http://www.thedash.es/,The Dash,4.0,"Calle de Murillo 5, 28010 Madrid España"
Live In Theater,Teatros y actuaciones,http://liveintheater.com/madrid/,Live In Theater,5.0,no disponible
MARILUZ GUTIÉRREZ,Tours privados,tel:%2B34627425855,MARILUZ GUTIÉRREZ,5.0,no disponible
Hop On/Hop Off Bus Tour Madrid,Autobuses turísticos • Tours en autobús,tel:%2B34%20902%2010%2010%2081,Hop On/Hop Off Bus Tour Madrid,3.5,no disponible
Café Pub El Tren,Bares y discotecas,http://www.facebook.com/PubTren,Café Pub El Tren,4.0,"Blasco de Garay 47, 28015 Madrid España"
Picnic,Bares y discotecas,tel:%2B34%20915%2021%2008%2089,Picnic,4.0,"Minas 1, 28004 Madrid España"
Okashi Sanda,Bares y discotecas,https://www.okashisanda.com/,Okashi Sanda,4.0,"Calle San Vicente Ferrer 22, 28004 Madrid España"
Inmaculada Noriega,Taxis y lanzaderas • Tours privados • Excursiones de un día,https://tripadvisor.mediaroom.com/ES-terms-of-use,Inmaculada Noriega,5.0,no disponible
Artestilo,Tiendas de regalos y especializadas,http://artestilo.com/,Artestilo,4.5,"Paseo del Prado 12, 28014 Madrid España"
Troade,Bares y discotecas,http://www.cerveceria-troade.com/,Troade,4.0,"Calle Virgen de Lluc 43, 28027 Madrid España"
Madrid Tourism Centre,Visitas turísticas guiadas,tel:%2B34%20915%2088%2029%2006,Madrid Tourism Centre,4.0,no disponible
De vinos,Bares y discotecas • Vinotecas,http://www.facebook.com/vinos.devinos/,De vinos,4.0,"La Palma 76, 28015 Madrid España"
La Pasa Bar,Bares y discotecas,https://www.facebook.com/LaPasaBar/,La Pasa Bar,5.0,"Calle de San Bernardo 73, 28015 Madrid España"
Parapente de Madrid al Cielo,Parapente,tel:%2B34%20915%2052%2084%2033,Parapente de Madrid al Cielo,4.5,no disponible
BeAexplorer,Recorridos a pie • Tours privados • Tours gastronómicos • Catas y visitas vinícolas guiadas • Excursiones de un día,http://www.beaexplorer.com/,BeAexplorer,5.0,no disponible
El Vecino Curioso,Puntos emblemáticos y de interés • Monumentos y estatuas,http://esculturayarte.com/005651/El-Vecino-Curioso-en-Madrid.html#.Xnh7z4j7SUl,El Vecino Curioso,4.0,"Calle de la Almudena, 1, 28013 Madrid España"
Discover Walks,Tours culturales • Tours de patrimonio histórico • Recorridos a pie • Tours privados • Tours gastronómicos,tel:%2B33%206%2095%2038%2088%2049,Discover Walks,5.0,no disponible
Lanas El Gato Negro,Tiendas de regalos y especializadas,http://lanasgatonegro.com/,Lanas El Gato Negro,5.0,"Calle SAL 2, 28012 Madrid España"
Questo App City Exploration Game,Recorridos a pie,tel:%2B40741513214,Questo App City Exploration Game,4.5,no disponible
Jazz Bar,Bares y discotecas • Bares de jazz,http://es-es.facebook.com/pages/Jazz-Bar/170601022972309,Jazz Bar,4.0,"Calle Moratin 35 Zona Huertas, 28014 Madrid España"
Labirratorium Espacio Cervecero,Tiendas de regalos y especializadas • Cervecería,http://www.labirratorium.com/,Labirratorium Espacio Cervecero,4.0,"Vallehermoso 34, 28015 Madrid España"
Espit Chupitos,Bares y discotecas,null,Espit Chupitos,4.5,"Calle de Manuela Malasana 31, 28004 Madrid España"
PARAMAX Escuela de Buceo y Rescate,Buceo y esnórquel,tel:%2B34%20649%2005%2020%2052,PARAMAX Escuela de Buceo y Rescate,5.0,no disponible
Miércoles en el 100 Montaditos,Bares y discotecas,null,Miércoles en el 100 Montaditos,4.5,"Montera, 30, 28013 Madrid España"
Bar Las Piedras,Bares y discotecas,https://www.facebook.com/BarLasPiedras/,Bar Las Piedras,4.0,"C/ Carlos Martin Alvarez 34, 28018 Madrid España"
DENI MODA SL,Tours y desfiles de moda • Recorridos de compras • Tours privados,tel:%2B34688156603,DENI MODA SL,5.0,no disponible
Clínica de Shiatsu,Spas,https://www.shiatsudo.com/clinica/,Clínica de Shiatsu,5.0,"Calle Juan Hurtado de Mendoza 9 Escalera B. Apartamento 107, 28036 Madrid España"
PanoraMad,"Visitas urbanas guiadas • Tours por bares, discotecas y pubs • Tours culturales • Tours en bicicleta • Visitas turísticas guiadas • Tours gastronómicos",http://www.panoramad.com/,PanoraMad,5.0,no disponible
Rutas Teatrales Visitas Guiadas,Visitas urbanas guiadas • Tours culturales • Tours de patrimonio histórico • Tours privados,tel:%2B34652163049,Rutas Teatrales Visitas Guiadas,5.0,no disponible
Central Experiences Madrid,Recorridos aéreos • Excursiones de un día,http://www.centralexperiences.com/,Central Experiences Madrid,"Esta actividad todavía no tiene puntuación, ¡se el primero!",no disponible
The Balloon Company,Paseos en globo,tel:%2B34%20918%2010%2023%2099,The Balloon Company,4.5,no disponible
Travel Life World,Tours culturales • Tours de patrimonio histórico • Recorridos a pie • Escaladas guiadas • Acampadas y senderismo guiado • Tours privados • Tours gastronómicos • Recorridos por parajes naturales • Catas y visitas vinícolas guiadas • Excursiones de un día,tel:%2B34678195291,Travel Life World,5.0,no disponible
Magerit Cocktail Bar,Bares y discotecas,https://www.mageritbar.com/,Magerit Cocktail Bar,5.0,"Calle Lagasca 18, 28001 Madrid España"
Thai Room Spa,Spas,http://thairoomspa.com/es/donde,Thai Room Spa,4.0,"Plaza Carlos Trias Bertran 4 Hotel Holiday Inn, 28020 Madrid España"
Vamos Academy Madrid,Estudios de pintura y cerámica,https://vamospanish.com/madrid/,Vamos Academy Madrid,5.0,"Calle de la Libertad 20, 28004 Madrid España"
Autocine Madrid,Cines,http://www.autocinesmadrid.es/,Autocine Madrid,3.5,"Calle de La Isla de Java 2, 28034 Madrid España"
Diplodocus Rock Bar,Bares y discotecas,https://www.facebook.com/Diplodocus-Rock-Bar-279603118763389/,Diplodocus Rock Bar,4.5,"Calle Manuela Malasaña 31, 28004 Madrid España"
Driveme Tours,Visitas urbanas guiadas • Tours de patrimonio histórico • Visitas turísticas guiadas • Tours privados • Excursiones de un día,tel:%2B34%20910%2005%2024%2010,Driveme Tours,5.0,no disponible
Marula,Bares y discotecas,http://www.marulacafe.com/,Marula,4.5,"Cuesta Canos Viejos 3 La Latina, 28005 Madrid España"
Taxi Van Madrid,Taxis y lanzaderas,http://www.taxivanmadrid.com/,Taxi Van Madrid,5.0,no disponible
"Ali D'Aria",Spas,http://www.alidaria.es/,"Ali D'Aria",5.0,"Calle Gurtubay, 8, 28001 Madrid España"
Coqtél Madrid,Bares y discotecas,http://www.facebook.com/coqtelmadrid,Coqtél Madrid,4.5,"Calle Velarde 11, 28004 Madrid España"
Chantilly Patisserie,Tiendas de regalos y especializadas,http://www.pasteleriachantilly.com/,Chantilly Patisserie,5.0,"Calle Claudio Coello 68, 28001 Madrid España"
Madrid A Pie,Tours en segway,tel:%2B34%20620%2061%2086%2055,Madrid A Pie,4.5,no disponible
Mauricio,Bares y discotecas,null,Mauricio,4.5,"C/ Francisco Tejada, 28011 Madrid España"
Wine Lovers - Amantes del vino,Catas y visitas vinícolas guiadas,tel:%2B34%20633%2055%2068%2022,Wine Lovers - Amantes del vino,5.0,no disponible
Ocho y Medio,Tiendas de regalos y especializadas,http://www.ochoymedio.com/libreria/,Ocho y Medio,3.5,"Calle Martin de los Heros 11, 28008 Madrid España"
Alpisco cóctel bar,Bares y discotecas,http://www.alpisco.es/,Alpisco cóctel bar,4.5,"Calle de Magallanes n 9 28015 Chamberi, Metro Quevedo, 28015 Madrid España"
Primera carrera virtual indoor internacional,Carreras guiadas,https://m.facebook.com/groups/2809318532628644/?ref=group_browse,Primera carrera virtual indoor internacional,5.0,no disponible
López Pascual,Tiendas de regalos y especializadas,http://www.lopezpascual.com/,López Pascual,5.0,"C/ Corredera Baja de San Pablo, 13 Centro-Universidad, 28004 Madrid España"
RockClimbing Madrid,Adrenalina y Experiencias extremas • Acampadas y senderismo guiado,tel:%2B34%20602%2053%2078%2023,RockClimbing Madrid,5.0,no disponible
Taller Puntera,Tiendas de regalos y especializadas • Clases y talleres,http://www.puntera.com/,Taller Puntera,4.5,"Plaza Conde de Barajas 4, 28005 Madrid España"
ANEKO,Tiendas de regalos y especializadas,https://www.facebook.com/anekomadrid/,ANEKO,5.0,no disponible
Hangover Madrid,"Tours por bares, discotecas y pubs",tel:%2B34691909236,Hangover Madrid,5.0,no disponible
Lola Aranda Canillejas,Spas,http://www.lolaaranda.es/salones-de-belleza-madrid-peluqueria-lujo-diseno/canillejas,Lola Aranda Canillejas,5.0,"Calle Albala 9, 28037 Madrid España"
ISADIA AVENTURA,Rutas de rápel y barranquismo • Tours en bicicleta • Escaladas guiadas,tel:%2B34%20912%2043%2088%2033,ISADIA AVENTURA,5.0,no disponible
Tierra,Tiendas de regalos y especializadas,http://www.tierramadrid.com/,Tierra,4.5,"Calle Gerona 10 Junto a la Plaza Mayor de Madrid, 28012 Madrid España"
"Q'bola Travels Cuba",Taxis y lanzaderas • Tours en bicicleta • Recorridos a pie • Recorridos en carruaje de caballos • Excursiones de un día,tel:%2B34680367002,"Q'bola Travels Cuba",5.0,no disponible
Cocodrilo Rock Bar,Bares y discotecas,https://www.facebook.com/Cocodrilo-Rock-Bar-564397707030251/,Cocodrilo Rock Bar,4.5,"Calle Cebreros 101, 28011 Madrid España"
La Malquerida,Bares y discotecas,http://madrid.salir.com/la_malquerida,La Malquerida,4.0,no disponible
Covent Garden,Bares y discotecas,http://coventgarden.london/,Covent Garden,4.0,"Calle Doctor Fleming, 31, 28036 Madrid España"
Juguetería Kamchatka,Tiendas de regalos y especializadas,http://www.kamchatkatoys.com/,Juguetería Kamchatka,5.0,"Calle San Agustín 18 Esq con Lope de Vega, 28014 Madrid España"
Quinta de Torre Arias Park,Parques,https://www.madrid.es/portales/munimadrid/es/Inicio/El-Ayuntamiento/Puente-de-Vallecas/Quinta-de-Torre-Arias?vgnextfmt=default&vgnextoid=84c7277160d88410VgnVCM2000000c205a0aRCRD&vgnextchannel=3970ca5d5fb96010VgnVCM100000dc0ca8c0RCRD,Quinta de Torre Arias Park,4.0,"Calle Alcala 551, 28027 Madrid España"
Buendía Tours • Madrid,Recorridos a pie • Tours privados • Tours en autobús • Excursiones de un día,tel:%2B4915786393279,Buendía Tours • Madrid,4.0,no disponible
Madrid Souvenirs,Tiendas de regalos y especializadas,http://www.madridsouvenirs.com/productos,Madrid Souvenirs,4.0,"Calle de Carlos III, 1, 28013 Madrid España"
EL ESTRIBO,Bares y discotecas,null,EL ESTRIBO,4.5,"FERNAN GONZALEZ 69, 28009 Madrid España"
Carmen,Teatros y actuaciones,http://www.teatrorialto.es/,Carmen,5.0,no disponible
Edu Espiritusanto,Rutas fotográficas,https://www.instagram.com/photoshootmadrid/,Edu Espiritusanto,5.0,no disponible
Bar Julio,Bares y discotecas,http://www.facebook.com/BarJulioPlazaRabasa5,Bar Julio,4.0,"Plaza Rabasa 5, 28044 Madrid España"
100 montaditos Glorieta 4 Caminos,Bares y discotecas,null,100 montaditos Glorieta 4 Caminos,4.0,"Bravo Murillo 98, 28020 Madrid España"
Casa Victor,Bares y discotecas,https://www.facebook.com/Casa-Victor-242688812462866/,Casa Victor,4.5,"Cava Baja 26, 28005 Madrid España"
Bodyna Madrid,Spas,http://www.hospes.com/es/hotel-boutique-hotel-lujo-hospes-madrid-espana/spa-balneario/spa-madrid-bodyna-68.html,Bodyna Madrid,4.5,"Plaza Independencia No 3, 28001 Madrid España"
El Imperfecto,Bares y discotecas,tel:%2B34%20655%2010%2021%2065,El Imperfecto,4.0,"Plaza Matute 2, 28012 Madrid España"
Uznaimadrid,Visitas turísticas guiadas • Tours privados,tel:%2B34%20633%2008%2057%2058,Uznaimadrid,5.0,no disponible
Guiserís Café,Bares y discotecas,http://cafecocteleriaguiseris.blogspot.com.es/,Guiserís Café,5.0,"Suero de quiñones 13, 28002 Madrid España"
Buceo Madrid,Buceo y esnórquel • Buceo entre tiburones • Recorridos submarinos • Taxis y lanzaderas • Nadar con delfines • Alquiler de equipamiento,tel:%2B34%20625%2001%2092%2025,Buceo Madrid,5.0,no disponible
Bombonería La Pajarita,Tiendas de regalos y especializadas,http://bombonerialapajarita.es/,Bombonería La Pajarita,4.5,"Calle de Villanueva 14 Perpendicular a la Calle Serrano, 28001 Madrid España"
Bar Los Enemigos,Bares y discotecas,http://www.facebook.com/Bar-Los-Enemigos-105239646186693/,Bar Los Enemigos,3.5,"C/ Ezequiel Solana 116, 28017 Madrid España"
Ven a Madrid,Visitas urbanas guiadas • Tours de varios días • Tours culturales • Visitas guiadas sobre fantasmas y vampiros • Tours de patrimonio histórico • Autobuses turísticos • Tours cinematográficos y televisivos • Tours nocturnos • Visitas turísticas guiadas • Tours privados • Tours en autobús • Tours en segway • Recorridos de compras • Recorridos a pie • Visitas arqueológicas guiadas • Excursiones de un día,tel:%2B34600434392,Ven a Madrid,4.5,no disponible
ALQIRO,Spas,http://www.alqiro.es/,ALQIRO,4.5,"Calle San Jaime 26, 28031 Madrid España"
Cuarta Pared,Teatros y actuaciones,http://www.cuartapared.es/,Cuarta Pared,5.0,"Calle Ercilla 17, 28005 Madrid España"
LL Show Bar,Bares y discotecas,https://www.facebook.com/LLshowbar/,LL Show Bar,3.5,"Calle Pelayo 11, 28004 Madrid España"
Discover Madrid,"Tours por bares, discotecas y pubs • Tours privados • Tours gastronómicos • Excursiones de un día",tel:%2B34911271689,Discover Madrid,5.0,no disponible
La Vida Tiene Sentidos,Tiendas de regalos y especializadas,http://www.lavidatienesentidos.com/,La Vida Tiene Sentidos,5.0,"Calle Ave Maria 20, 28012 Madrid España"
Karaoke Decibelios,Bares de karaoke,https://www.facebook.com/karaokedecibelios,Karaoke Decibelios,4.5,"General Pardiñas 112, 28006 Madrid España"
Freiduría Casa Navarro,Bares y discotecas,https://www.facebook.com/Freiduria-Casa-Navarro-1614299478803087/,Freiduría Casa Navarro,4.5,"Calle Humanes N 59, 28038 Madrid España"
Cervecería Alquitara,Bares y discotecas,https://www.facebook.com/Cervecer%C3%ADa-Alquitara-198038650211016/,Cervecería Alquitara,4.5,"Calle Villacarlos Num 16, 28032 Madrid España"
Motofly,Alquiler de equipamiento,http://www.motofly.es/,Motofly,4.0,"Calle de Rafael de Riego 7 Metro Atocha y Palos de la Frontera, 28045 Madrid España"
Triskel Tavern,Bares y discotecas,http://triskeltavern.com/index.html,Triskel Tavern,4.0,"Calle San Vicente Ferrer 3, 28004 Madrid España"
Jardín Vertical Caixaforum,Parajes naturales • Jardines,https://www.tripadvisor.es/Trust-lIFsY9GSDYn4-Animal_welfare_policy.html,Jardín Vertical Caixaforum,4.5,"Paseo Del Prado 36, 28014 Madrid España"
Mesón de la Guitarra,Bares y discotecas,tel:%2B34%20915%2059%2095%2031,Mesón de la Guitarra,4.0,"C/ Cava de San Miguel, 13, 28012 Madrid España"
Gran Teatro Ruedo Las Ventas,Teatros y actuaciones,null,Gran Teatro Ruedo Las Ventas,5.0,"Calle Alcala 237, 28028 Madrid España"
Wabi Host,Clases de cocina,http://wabihost.com/,Wabi Host,5.0,no disponible
El Perro de la Parte de Atrás del Coche,Bares y discotecas,null,El Perro de la Parte de Atrás del Coche,4.5,"Calle Puebla 15, 28004 Madrid España"
Madrid Art Alive,"Visitas urbanas guiadas • Tours de patrimonio histórico • Visitas guiadas sobre literatura, arte y música • Tours privados • Tours gastronómicos",tel:%2B34%20637%2080%2043%2007,Madrid Art Alive,5.0,no disponible
Extrem Puro Extremadura,Tiendas de regalos y especializadas,http://www.extremiberico.com/,Extrem Puro Extremadura,4.5,"Calle del Arenal 17, 28013 Madrid España"
SpainTours.Travel,Tours de varios días • Taxis y lanzaderas • Tours privados • Excursiones de un día,mailto:info@spaintours.travel,SpainTours.Travel,5.0,no disponible
Taberna Doña Patata,Bares y discotecas,tel:%2B34%20914%2072%2075%2032,Taberna Doña Patata,4.5,"Calle Juan Francisco, 5, 28025 Madrid España"
Freshly Comedy,Clubs de comedia,http://www.freshlycomedy.com/,Freshly Comedy,5.0,"Cuesta Santo Domingo 22 Beer Station Madrid, 28013 Madrid España"
Teatro Valle-Inclán,Teatros y actuaciones,tel:%2B34%20915%2005%2088%2001,Teatro Valle-Inclán,4.0,"Plaza Lavapies s/n, 28012 Madrid España"
Calle Bravo Murillo,Tiendas de regalos y especializadas,https://www.tripadvisor.es/RestaurantsNear-g187514-d4506862-Calle_Bravo_Murillo-Madrid.html,Calle Bravo Murillo,4.0,no disponible
Taberna Casa Antonio,Bares y discotecas,tel:%2B34%20915%2022%2049%2042,Taberna Casa Antonio,5.0,"Calle Quiñones, 11 (esq. San Dimas, 9), 28015 Madrid España"
Brindis Pub,Bares y discotecas,tel:%2B34%20915%2022%2060%2023,Brindis Pub,4.0,"Calle de las Tres Cruces 8, 28013 Madrid España"
Ágil Tours,Tours privados • Excursiones de un día,tel:%2B34610309614,Ágil Tours,5.0,no disponible
Cervecería El Santo,Bares y discotecas,https://www.facebook.com/Cervecer%C3%ADa-El-Santo-199397536810409/,Cervecería El Santo,4.0,"C/ Fernando El Santo, 4, 28010 Madrid España"
Bar Benito,Bares y discotecas,tel:%2B34%20917%2033%2039%2034,Bar Benito,5.0,"Calle de Magnolias 56, 28029 Madrid España"
Los Barriletes,Bares y discotecas,https://www.tripadvisor.es/RestaurantsNear-g187514-d5897721-Los_Barriletes-Madrid.html,Los Barriletes,4.5,no disponible
Masajes Camino,Spas,http://www.masajescamino.es/,Masajes Camino,4.5,"Calle de Andres Borrego 5, 28004 Madrid España"
El Rey Lagarto,Bares y discotecas,https://www.facebook.com/pages/category/Pub/El-Rey-Lagarto-63426101739/,El Rey Lagarto,4.0,"La Palma, 14, 28004 Madrid España"
Be Hoppy,Tiendas de regalos y especializadas,https://www.facebook.com/behoppymadrid/,Be Hoppy,4.5,"Calle Almadén 18, 28014 Madrid España"
¡Hoy pinto cerámica!,Estudios de pintura y cerámica • Clases y talleres,http://www.hoypintoceramica.es/,¡Hoy pinto cerámica!,5.0,"Calle Del Monasterio De El Paular 79, 28034 Madrid España"
