_id,descripcion,link,nombre,precio,puntuacion,serv_hab,tipo_hab,ubicacion
Intur Palacio San Martín,"Bienvenido a Intur Palacio San Martín, tu segundo hogar en Madrid. Intur Palacio San Martín tiene como objetivo conseguir que tu visita sea lo más relajante y agradable posible, razón por la que tantos huéspedes siguen volviendo año tras año.
Los puntos de referencia que hay por los alrededores, como Plaza Mayor (0,4 km) y Sobrino de Botín (0,5 km) hacen de Hotel Intur Palacio San Martin un magnífico sitio donde alojarse en Madrid.
Intur Palacio San Martin es un hotel romántico con televisor de pantalla plana, minibar y aire acondicionado en las habitaciones, y es fácil permanecer conectado durante la estancia, ya que ofrece wifi gratuito para los huéspedes.",No hay link,Intur Palacio San Martín,132 €,"4,5","[""Internet de alta velocidad gratuito (wifi)"",""Gimnasio / Sala de entrenamiento"",""Cafetería"",""Servicio de taxi"",""Centro de negocios con acceso a Internet"",""Instalaciones para conferencias"",""Espacio para guardar el equipaje"",""Conserje"",""Aire acondicionado"",""Balcón privado"",""Servicio de habitaciones"",""Caja fuerte"",""Minibar"",""Televisor de pantalla plana"",""Bañera/ducha"",""Secador de pelo""]","[""Habitaciones de no fumadores"",""Suites""]","Plaza de San Martín, 5, 28013 Madrid España"
Petit Palace Alcala,"Bienvenido al hotel Petit Palace Alcalá Torre!!
El hotel se encuentra situado en el corazón del centro de Madrid, al principio de la famosa calle Alcalá, entre la calle Gran Vía y la Puerta del Sol
Este destacado edificio es una réplica del famoso rascacielos encontrado en Chicago y tiene un total de 12 plantas, con unas preciosas vistas de Madrid que empiezan a impresionar desde la quinta planta.
Sus 59 modernas habitaciones están equipadas con las últimas innovaciones tecnológicas, como pueden ser las duchas – hidromasajes, y conexión gratuita de Wifi Premium.",No hay link,Petit Palace Alcala,140 €,"4,0","[""Internet de alta velocidad gratuito (wifi)"",""Desayuno disponible"",""Alquiler de bicicletas"",""Bicicletas disponibles"",""Tronas disponibles"",""Carritos de bebé"",""Se admiten mascotas"",""Alquiler de coches"",""Cortinas opacas"",""Aire acondicionado"",""Mesa de escritorio"",""Servicio de limpieza"",""Teléfono"",""Minibar"",""Televisor de pantalla plana"",""Artículos de aseo gratuitos de cortesía""]","[""Habitaciones de no fumadores"",""Habitaciones para familias""]","Calle de La Virgen de los Peligros 2 Esquina con Alcala, 23, 28013 Madrid España"
Room Mate Mario,"Si buscas un hotel tranquilo en Madrid, no te pierdas Room Mate Mario.
Los puntos de referencia que hay por los alrededores, como Sobrino de Botín (0,5 km) y La Latina (0,7 km) hacen de Room Mate Mario un magnífico sitio donde alojarse en Madrid.
Disfrutarás de agradables habitaciones que incluyen televisor de pantalla plana, aire acondicionado y minibar, y podrás estar conectado durante tu estancia, ya que Room Mate Mario Hotel ofrece wifi gratuito a los huéspedes.",No hay link,Room Mate Mario,108 €,"4,5","[""Internet de alta velocidad gratuito (wifi)"",""Desayuno bufé"",""Espacio para guardar el equipaje"",""Conserje"",""Registro de entrada 24 horas"",""Recepción 24 horas"",""Lavado en seco"",""Servicio de lavandería"",""Aire acondicionado"",""Balcón privado"",""Servicio de habitaciones"",""Caja fuerte"",""Minibar"",""Televisor de pantalla plana""]","[""Habitaciones de no fumadores"",""Suites""]","Calle Campomanes 4, 28013 Madrid España"
NH Madrid Las Tablas,"Inaugurado en enero de 2009, el hotel de cuatro estrellas NH Madrid Las Tablas se encuentra en una de las áreas más prestigiosas de Madrid. ¡Acceso libre al SPA para clientes del hotel!",null,NH Madrid Las Tablas,87 €,"4,0","[""Aparcamiento privado de pago dentro del recinto"",""Internet de alta velocidad gratuito (wifi)"",""Gimnasio / Sala de entrenamiento"",""Bar/salón"",""Se admiten mascotas"",""Alquiler de coches"",""Centro de negocios con acceso a Internet"",""Instalaciones para conferencias"",""Cortinas opacas"",""Mesa de escritorio"",""Servicio de limpieza"",""Servicio de habitaciones"",""Caja fuerte"",""Televisor de pantalla plana"",""Bañera/ducha""]","[""Habitaciones insonorizadas"",""Habitaciones de no fumadores"",""Suites"",""Habitaciones para familias""]","Avenida de Burgos 131 Las Tablas, San Chinarro, 28050 Madrid España"
Rafaelhoteles Atocha,"Rafaelhoteles Atocha posee una privilegiada localización frente a la estación de AVE Madrid-Puerta de Atocha haciendo de este hotel un espacio ideal para la celebración de eventos y congresos, así como para el disfrute familiar y personal. El hotel cuenta con 245 habitaciones completamente equipadas con todo tipo de comodidades. Dispone de habitaciones adaptadas para minusválidos y habitaciones para fumadores. El restaurante El Azafrán, con un horario ininterrumpido de 11:00 a 23:00, le ofrece los mejores platos de la cocina mediterránea. Además cuenta con 8 salones de reuniones con capacidad para eventos de hasta 800 personas. También pueden realizarse eventos al aire libre en la terraza jardín.",No hay link,Rafaelhoteles Atocha,109 €,"4,0","[""Punto de recarga de vehículos eléctricos"",""Internet gratuito"",""Gimnasio / Sala de entrenamiento"",""Bar/salón"",""Centro de negocios con acceso a Internet"",""Instalaciones para conferencias"",""Espacio para guardar el equipaje"",""Conserje"",""Cortinas opacas"",""Aire acondicionado"",""Mesa de escritorio"",""Servicio de limpieza"",""Minibar"",""Televisor de pantalla plana"",""Bañera/ducha""]","[""Habitaciones interconectadas disponibles"",""Vistas a la ciudad"",""Habitaciones de no fumadores"",""Suites"",""Habitaciones para familias""]","Méndez Álvaro 30, 28045 Madrid España"
ILUNION Pio XII,"Tradición, vanguardia y negocios se mezclan en el ILUNION Pio XII, al norte del Paseo de la Castellana, muy cerca de la estación de Chamartín y de la M-30. Su moderna arquitectura y decoración junto con las excelentes instalaciones y servicios hacen de él la opción ideal tanto para estancias de negocios como de placer. Las amplias habitaciones del ILUNION Pío XII están decoradas en estilo contemporáneo y ofrecen conexión Wi-fi gratuita, minibar de agua gratuito, TV de plasma, TV satélite y aire acondicionado. En su restaurante podrá degustar especialidades de la cocina mediterránea con los mejores productos de temporada o tan sólo relájese y disfrute de su copa favorita en su Bar-Cafetería. La estación de Chamartín está a tan sólo 5 minutos en coche del hotel y las estaciones de metro de Pío XII y Duque de Pastrana a 10 minutos a pie del hotel. Así mismo, el hotel cuenta con una parada de autobuses justo en frente con conexión directa a la Puerta del Sol.",null,ILUNION Pio XII,96 €,"4,0","[""Aparcamiento privado de pago dentro del recinto"",""Internet de alta velocidad gratuito (wifi)"",""Bar/salón"",""Servicio de taxi"",""Centro de negocios con acceso a Internet"",""Instalaciones para conferencias"",""Espacio para guardar el equipaje"",""Conserje"",""Aire acondicionado"",""Mesa de escritorio"",""Servicio de limpieza"",""Servicio de habitaciones"",""Minibar"",""Televisor de pantalla plana"",""Bañera/ducha""]","[""Habitaciones insonorizadas"",""Habitaciones de no fumadores"",""Suites"",""Habitaciones para familias""]","Av. de Pío XII, 77, 28016 Madrid España"
Hotel Eurostars Plaza Mayor,"Hotel bien situado, a 15 min de Atocha y al la de de Tirso De Molina y su metro. Llegamos antes de las 12 y la habitación no estaba lista por lo que dejamos las maletas. La habitación era amplia y estaba en el edificio A, mirando al interior. Cama cómoda y buena iluminación natural y artificial. Caja fuerte para ordenador y minibar. Baño amplio con bañera de la que resulta un poco alta sobretodo al salir. Secador potente y amenities. El punto negativo son las toallas. Olían mal y pedimos que nos las cambiaran y, la verdad, que las cambiaron de inmediato. Aún así al día siguiente laguna de las toallas olían mal. Les aconsejo que cambien de empresa de lavandería. El desayuno era más que aceptable teniendo en cuenta que estaba incluido en el precio. Opciones para todos los gustos,…",No hay link,Hotel Eurostars Plaza Mayor,120 €,"4,0","[""Aparcamiento público de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Bar/salón"",""Pub/DJ"",""Centro de negocios con acceso a Internet"",""Terraza en el ático"",""Espacio para guardar el equipaje"",""Registro de entrada 24 horas"",""Aire acondicionado"",""Caja fuerte"",""Minibar"",""Frigorífico"",""Televisor de pantalla plana"",""Secador de pelo""]","[""Habitaciones de no fumadores""]","Calle del Doctor Cortezo, 10, 28012 Madrid España"
NH Madrid Zurbano,El NH Madrid Zurbano se encuentra a sólo cuatro minutos a pie de Paseo de la Castellana y cerca del distrito financiero de Nuevos Ministerios y del centro empresarial Azca.,null,NH Madrid Zurbano,115 €,"4,0","[""Aparcamiento privado de pago dentro del recinto"",""Internet de alta velocidad gratuito (wifi)"",""Gimnasio / Sala de entrenamiento"",""Bar/salón"",""Se admiten mascotas"",""Centro de negocios con acceso a Internet"",""Instalaciones para conferencias"",""Masaje"",""Cortinas opacas"",""Mesa de escritorio"",""Servicio de limpieza"",""Servicio de habitaciones"",""Caja fuerte"",""Televisor de pantalla plana"",""Bañera/ducha""]","[""Habitaciones insonorizadas"",""Habitaciones de no fumadores"",""Suites""]","Calle Zurbano 79-81 Chamberí, 28003 Madrid España"
NH Collection Madrid Colón,"Experimenta lo mejor de España en el corazón de su capital en el NH Collection Madrid Colón. Con una ubicación óptima en el Barrio de Salamanca, ""La milla de oro"", estarás a unos pocos minutos de las áreas de compras, de negocios y culturales más apreciadas de la ciudad.",null,NH Collection Madrid Colón,217 €,"4,5","[""Aparcamiento privado de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Piscina"",""Gimnasio / Sala de entrenamiento"",""Bar/salón"",""Se admiten mascotas"",""Centro de negocios con acceso a Internet"",""Instalaciones para conferencias"",""Habitación hipoalergénica"",""Cortinas opacas"",""Aire acondicionado"",""Servicio de limpieza"",""Servicio de habitaciones"",""Caja fuerte"",""Minibar"",""Televisor de pantalla plana""]","[""Habitaciones de no fumadores"",""Suites"",""Habitaciones para familias""]","Calle Marqués de Zurgena, 4, 28001 Madrid España"
Aloft Madrid Gran Via,"No permitas que te alojen el el tercer nivel si quieres dormir. Es el piso de la recepciòn y juegan al fultbolin o metegol toda la noche. Dificil descanzar, lo sientes en tu cabeza. Evidentemente quines trabajan en recepciòn no se dan cuenta de nada. No hacen contacto visual con el cliente. He ido en varias ocasiones y no mantiene su nivel. Habtaciones muy buenas, muy buen servicio de limpieza y aseo. La terraza es una excelente oportunidad para tener unas vistas excelentes de la ciudad, ademas de un lugar para tomar algo y en verano usar la pisina. Publico entre 30 y 45 en su mayoria.",null,Aloft Madrid Gran Via,192 €,"4,5","[""Internet de alta velocidad gratuito (wifi)"",""Piscina"",""Gimnasio / Sala de entrenamiento"",""Bar/salón"",""Actividades para niños (acondicionado para familias / niños)"",""Se admiten mascotas"",""Salas de reuniones"",""Terraza en el ático"",""Aire acondicionado"",""Caja fuerte"",""Televisor de pantalla plana""]","[""Habitaciones de no fumadores""]","Calle Jacometrezo 4, 28013 Madrid España"
Hostal Zamora,"El Hostal Zamora se encuentra en el centro de Madrid, a sólo 200 metros de la Gran Vía. Ofrece recepción 24 horas y habitaciones con aire acondicionado, conexión Wi-Fi gratuita y TV de pantalla plana.
Las habitaciones del Zamora presentan suelos de madera y una decoración sencilla. Todas cuentan con baño privado, y la mayoría tiene un balcón o un patio.
El hostal cuenta con máquinas expendedoras de tentempiés y bebidas como café, aunque no disponemos de parking propio tenemos concertado con un parking que está a 500 metros del hostal donde le harán un gran descuento por ser clientes nuestros (para solicitar información del parking póngase en contacto con nosotros).",No hay link,Hostal Zamora,60 €,"4,5","[""Wifi"",""Máquina expendedora"",""Espacio para guardar el equipaje"",""Conserje"",""Hotel de no fumadores"",""Recepción 24 horas"",""Aire acondicionado"",""Mesa de escritorio"",""Caja fuerte"",""Servicio despertador/reloj con alarma"",""Televisor de pantalla plana"",""Bañera/ducha"",""Artículos de aseo gratuitos de cortesía""]","[""Habitaciones de no fumadores""]","Plaza Pedro Zerolo, 1. 4 Izda., 28004 Madrid España"
Casual del Teatro Madrid,"Nuestro homenaje al teatro y los grandes musicales en un espectacular hotel en Madrid centro, cerca de Sol, Gran Vía, Atocha y La Castellana. Original y al mejor precio. ¡Abierto en 2016! Habitaciones ideales para parejas, grupos, familias con niños y por qué no, también si vienes solo/a y por supuesto trae a tu mascota contigo, en Casual hay sitio para todos !Admitimos mascotas¡. Si desea disfrutar del ocio de Madrid, a menos de 100 metros del hotel encontrará bares, cervecerías y otros restaurantes. El hotel es toda una experiencia que harán de tu estancia toda una función.",No hay link,Casual del Teatro Madrid,94 €,"4,0","[""Aparcamiento público de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Desayuno disponible"",""Alquiler de bicicletas"",""Tronas disponibles"",""Carritos de bebé"",""Se admiten mascotas"",""Servicio de taxi"",""Cortinas opacas"",""Aire acondicionado"",""Mesa de escritorio"",""Teléfono"",""Armario"",""Televisor de pantalla plana"",""Bañera/ducha"",""Artículos de aseo gratuitos de cortesía""]","[""Vistas a la ciudad"",""Habitaciones de no fumadores""]","Calle Echegaray, 1, 28014 Madrid España"
Crisol Via Castellana,"Buen hotel, limpio y situación inmejorable. Repetiremos sin duda. Cogimos habitación con desayuno y nos sorprendió para bien. Estación de metro y buses en la puerta. Zona tranquila, calefacción y amenities variados. Lo recomendaremos y volveremos.",No hay link,Crisol Via Castellana,85 €,"3,5","[""Aparcamiento"",""Internet de alta velocidad gratuito (wifi)"",""Bar/salón"",""Centro de negocios con acceso a Internet"",""Instalaciones para conferencias"",""Espacio para guardar el equipaje"",""Conserje"",""Recepción 24 horas"",""Cortinas opacas"",""Servicio de limpieza"",""Servicio de habitaciones"",""Caja fuerte"",""Televisor de pantalla plana""]","[""Habitaciones de no fumadores"",""Suites"",""Habitaciones para fumadores disponibles""]","Paseo de la Castellana, 220, 28046 Madrid España"
NYX Hotel Madrid,"Bienvenido a NYX Hotel Madrid, tu segundo hogar en Madrid. NYX Hotel Madrid tiene como objetivo conseguir que tu visita sea lo más relajante y agradable posible, razón por la que tantos huéspedes siguen volviendo año tras año.
Los puntos de referencia de los alrededores, como Malasaña (2,5 km) y Templo de Debod (3,2 km) hacen de Gran Atlanta un magnífico sitio donde alojarse durante un viaje a Madrid.
Las habitaciones incluyen aire acondicionado y mesa de escritorio, y es posible permanecer conectado, ya que hay wifi gratuito disponible, para que disfrutes de tu descanso con comodidad.",No hay link,NYX Hotel Madrid,92 €,"3,5","[""Aparcamiento privado de pago dentro del recinto"",""Internet de alta velocidad gratuito (wifi)"",""Piscina en la azotea"",""Bar/salón"",""Se admiten mascotas"",""Servicio de taxi"",""Centro de negocios con acceso a Internet"",""Salas de reuniones"",""Aire acondicionado"",""Mesa de escritorio"",""Servicio de limpieza"",""Servicio de habitaciones"",""Caja fuerte"",""Teléfono"",""Secador de pelo""]","[""Habitaciones de no fumadores"",""Suites""]","Aviador Zorita 34, 28020 Madrid España"
Eurostars Central,"Despues de hacer el check-out , a las dos horas me mandan una factura de -10€ la cual me cargaron en la tarjeta sin saber por qué ni de qué es. Intento contactar con el hotel para que me expliquen el Por qué de ese cobro y me cuelgan todo el rato.",No hay link,Eurostars Central,125 €,"4,0","[""Aparcamiento privado de pago dentro del recinto"",""Internet de alta velocidad gratuito (wifi)"",""Desayuno bufé"",""Servicio de taxi"",""Centro de negocios con acceso a Internet"",""Instalaciones para conferencias"",""Masaje"",""Espacio para guardar el equipaje"",""Cortinas opacas"",""Servicio de limpieza"",""Servicio de habitaciones"",""Caja fuerte"",""Televisor de pantalla plana""]",[],"Calle de Mejía Lequerica, 10, 28004 Madrid España"
Hotel Madrid Chamartín Affiliated by Meliá,"Con una ubicación privilegiada junto al Paseo de la Castellana, el Estadio Santiago Bernabéu y zonas comerciales y de negocio, se encuentra el Hotel Madrid Chamartín Affiliated by Meliá. Además, el Hotel cuenta con excelentes comunicaciones desde la Estación de Chamartín con todos los puntos financieros y turísticos de la ciudad de Madrid como la Plaza de España, la Puerta del Sol, el Recinto ferial de IFEMA y el Aeropuerto de Barajas de Madrid. Entre sus magníficas instalaciones destaca una piscina exterior & una piscina infantil (abiertas según temporada), 8 salas totalmente equipadas con las últimas tecnologías y con una capacidad para acoger hasta 160 personas, así como un acuerdo para nuestros clientes con un completo gimnasio externo en los bajos del Hotel.",null,Hotel Madrid Chamartín Affiliated by Meliá,101 €,"4,0","[""Aparcamiento privado de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Piscina exterior"",""Bar/salón"",""Instalaciones para conferencias"",""Sala de banquetes"",""Espacio para guardar el equipaje"",""Hotel de no fumadores"",""Aire acondicionado"",""Mesa de escritorio"",""Servicio de limpieza"",""Caja fuerte"",""Minibar"",""Televisor de pantalla plana"",""Bañera/ducha"",""Secador de pelo""]","[""Habitaciones de no fumadores"",""Suites"",""Habitaciones para familias"",""Habitaciones para fumadores disponibles""]","Calle Mauricio Ravel 10, 28046 Madrid España"
