descripcion,link,nombre,precio,puntuacion,serv_hab,tipo_hab,ubicacion,lat,long
"Situado en la calle principal de Madrid a 200 metros del parque del Retiro entre los dos símbolos de la villa de Madrid, la Puerta de Alcalá y la Fuente de la Cibeles, ofrece un alojamiento lujoso, elegante y confortable. Todas las suites cuentan con climatización individual, cocina completa, menaje, conexión Wi-Fi gratuita.Luxury Suites Madrid, ofrece una decoración contemporánea con suelos de tarima. Todas las suites disponen de un gran salón espacioso con 2 o 3 TV LED vía satélite. Las cocinas completas incluyen todos los electrodomésticos de última generación.El llamado Triángulo del Arte los museos de El Prado, Reina Sofía y Thyssen-Bornemisza se encuentran en los alrededores de Luxury Suites Madrid.",No hay link,Luxury Suites,212 €,"4,5","[""Aparcamiento privado de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Alquiler de coches"",""Instalaciones para conferencias"",""Sala de banquetes"",""Terraza en el ático"",""Espacio para guardar el equipaje"",""Registro de entrada 24 horas"",""Aire acondicionado"",""Comedor"",""Servicio de limpieza"",""Cafetera/tetera"",""Televisor de pantalla plana"",""Camas extragrandes"",""Bidé""]","[""Habitaciones insonorizadas"",""Vistas a la ciudad"",""Vistas a sitios de interés turístico"",""Habitaciones de no fumadores"",""Suites"",""Habitaciones para familias""]","Calle de Alcalá, 57, 28014, Madrid",40.4198001,-3.6915135
Estos elegantes y modernos apartamentos están ubicados en una tranquila calle del distrito financiero de Madrid. Podrá llegar a las plazas históricas del centro en sólo 10 minutos.,No hay link,Apartamentos Salvia 4,93 €,"4,0","[""Aparcamiento privado de pago dentro del recinto"",""Internet de alta velocidad gratuito (wifi)"",""Actividades para niños (acondicionado para familias / niños)"",""Hotel de no fumadores"",""Registro de entrada y salida exprés"",""Aire acondicionado"",""Plancha"",""Cafetera/tetera"",""Cocina americana"",""Microondas"",""Televisor de pantalla plana"",""Bañera/ducha"",""Artículos de aseo gratuitos de cortesía""]","[""Habitaciones para familias""]","Calle Salvia, 4, 28039, Madrid",40.4631844,-3.6986399718946474
"Si estas buscando un alojamiento en la Gran Vía para conocer Madrid, el Hostal la Plata es la mejor opción para tu estancia en la capital. En nuestro hostal disponemos de 19 habitaciones: individuales, dobles, triples y con cama de matrimonio, todas ellas disponen de cuarto de baño privado con plato de ducha, TV y TDT, Caja de seguridad, Aire acondicionado con frío / calor, calefacción, conexión a internet con WiFi gratuita, etc…. Y disponemos una terraza desde la que podrás disfrutar de unas excelentes vistas aéreas de las inmediaciones. La preocupación por los detalles, un servicio impecable, así como el trato cercano y de calidad, es la identidad de todos los servicios de nuestro Hostal, seguimos trabajando constantemente para mantener un nivel de calidad óptimo con el que conseguir la máxima satisfacción de nuestros clientes. El Hostal se ubica en la cuarta planta del número 15 de la calle, en un edificio modernista construido entre los años 1918 y 1921.",No hay link,GoodRooms,65 €,"4,0","[""Aparcamiento privado de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Espacio para guardar el equipaje"",""Conserje"",""Tiendas"",""Terraza-solario"",""Registro privado de entrada y salida"",""Aire acondicionado"",""Mesa de escritorio"",""Caja fuerte"",""Perchero para la ropa"",""Plancha"",""Televisor de pantalla plana"",""Artículos de aseo gratuitos de cortesía""]",[],"Calle Gran Vía, 15, 28013, Madrid",40.4725992,-3.8717231
Gran Via Suites Madrid son unos modernos y lujosos apartamentos ubicados a escasos metros de la Gran Via madrilena. Cuentan con todo tipo de comodidades asi como varias habitaciones para que puedan alojarse desde parejas a grupos mas grandes. Incluyen el uso y disfrute de la cocina de cada apartamento totalmente equipada y wifi gratuito para todos los apartamentos,No hay link,Gran Vía Suites,112 €,"4,0","[""Aparcamiento público de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Hotel de no fumadores"",""Lavadora"",""Aire acondicionado"",""Sofá"",""Plancha"",""Cocina americana"",""Microondas"",""Frigorífico"",""Utensilios de cocina"",""Televisor de pantalla plana""]","[""Habitaciones de no fumadores""]","Calle de Victor Hugo, 4, 28004, Madrid",40.4200551,-3.6980658
"La Pensión Navarra está situada en una zona tranquila del barrio de Tetuán, en el centro de Madrid, a solo 140 metros de la estación de metro de Estrecho. Ofrece servicio de recepción las 24 horas.",No hay link,Navarra Pension,51 €,"3,5","[""Internet de alta velocidad gratuito (wifi)"",""Servicio de traslado en autobús"",""Espacio para guardar el equipaje"",""Hotel de no fumadores"",""Servicio de lavandería"",""Servicio de planchado"",""Aire acondicionado"",""Servicio de habitaciones""]",[],"Calle Navarra, 16, 28039, Madrid",40.4536229,-3.7040603
Se trata de un establecimiento muy cerca de IFEMA y el aeropuerto de Madrid. Ofrecemos altos estandares de limpieza y trato personalizado a un buen precio . Hay distinta categoria de habitaciones que se adaptan a los distintos presupuestos. Se puede estacionar gratuitamente en las inmediaciones y viajar al centro de Madrid cómodamente en transporte publico.,,Escala Suites,87 €,"3,5","[""Aparcamiento en la calle"",""Internet de alta velocidad gratuito (wifi)"",""Piscina"",""Piscina exterior"",""Piscina vallada"",""Bar/salón"",""Desayuno disponible"",""Actividades para niños (acondicionado para familias / niños)"",""Aire acondicionado""]",[],"Calle Conde de las Posadas, 13, 28042, Madrid",40.4543803,-3.6126528449839372
"El Uma Suites O'Donnell se encuentra en Madrid, a 2,8 km del Museo Thyssen-Bornemisza, y ofrece alojamiento con aire acondicionado, WiFi gratuita y acceso a un solárium. El apartamento ofrece balcón, vistas a la ciudad, zona de estar, TV de pantalla plana, cocina totalmente equipada con nevera y baño privado con ducha y secador de pelo. El Uma Suites O'Donnell se encuentra a 1,6 km del parque del Retiro y a 3,1 km de la estación de metro Gran Vía. El aeropuerto Adolfo Suárez Madrid-Barajas es el más cercano y queda a 11 km.",No hay link,Uma Suites O'Donnell,157 €,"5,0","[""Aparcamiento privado de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Zona infantil de juegos cubierta"",""Transporte desde/al aeropuerto"",""Espacio para guardar el equipaje"",""Mobiliario exterior"",""Registro de entrada 24 horas"",""Secadora"",""Habitación hipoalergénica"",""Cortinas opacas"",""Aire acondicionado"",""Mesa de escritorio"",""Cafetera/tetera"",""Televisor de pantalla plana"",""Sofá cama"",""Bañera/ducha""]","[""Vistas a la ciudad"",""Habitaciones de no fumadores"",""Habitaciones para familias""]","Calle Doctor Esquerdo, 77, 28007, Madrid",40.4083645,-3.6701689
"Hotel boutique. Personal amable y servicial. Bien equipado. hermoso edificio Amplio apartamento. Us�� el gimnasio, el spa y la sauna todos los d��as; necesito reservar con anticipaci��n. El ��nico inconveniente: no hay opci��n para comer en el lugar. Sin embargo, muchas opciones directamente afuera. Buena ubicaci��n. 50 metros al metro. Supermercado a 100 metros. A poca distancia del centro de la ciudad. Me quedar��a de nuevo sin dudarlo.",No hay link,Palacio Tirso De Molina,340 €,"5,0",[],[],"Plaza Tirso de Molina, 8, 28012, Madrid",40.30438755,-3.7373042719728495
"Los Apartamentos Moratín Las Letras ofrecen alojamiento bien equipado con WiFi gratuita en el centro de Madrid, a 1,2 km de la Plaza Mayor y a 700 metros del Museo Reina Sofía.",No hay link,Apartamentos Moratin Las Letras,207 €,"3,5","[""Bar/salón""]",[],"Calle de Moratín, 11, 28014, Madrid",40.412403,-3.6974863321460782
"Los Apartamentos Good Stay Madrid Prado se encuentran en pleno centro de Madrid, a 5 minutos a pie de la estación de tren de Atocha y del Museo del Prado. Estos apartamentos elegantes ocupan un edificio con ascensor y cuentan con lavadora. Además, se ofrece WiFi gratuita en las zonas comunes. Los modernos apartamentos disponen de zona de estar de planta abierta con TV de pantalla plana, camas con colchones de espuma viscoelástica y mesa de comedor con sillas. La zona de cocina está equipada con vitrocerámica, microondas y utensilios de cocina. El baño incluye ducha y secador de pelo. La calefacción y el aire acondicionado están disponibles de forma gratuita. Los Apartamentos Good Stay Madrid Prado se encuentran a unos 5 minutos a pie de varios bares, restaurantes y tiendas. La Puerta del Sol está situada a 15 minutos a pie. Desde la estación de Atocha se puede llegar en tren al aeropuerto de Barajas, situado a 15 km.",No hay link,Good Stay Prado,81 €,"3,5","[""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Transporte desde/al aeropuerto"",""Servicio de traslado en autobús"",""Hotel de no fumadores"",""Aire acondicionado"",""Servicio de limpieza"",""Cocina americana"",""Microondas"",""Frigorífico""]","[""Habitaciones de no fumadores"",""Habitaciones para familias""]","Calle San Pedro, 13, 28014, Madrid",40.4113745,-3.694716
"Hostal Romero es una magnífica elección para los viajeros que visiten Madrid, ya que ofrece un ambiente económico, además de numerosos servicios diseñados para mejorar tu estancia.
Durante su estancia en Hostal Romero, los huéspedes pueden visitar Plaza Mayor (0,7 km) y Malasaña (0,8 km), algunas de las principales atracciones de Madrid.
Las habitaciones de Hostal Romero ofrecen aire acondicionado, y mantenerse conectado es fácil, ya que hay wifi gratuito disponible.",No hay link,Hostal Romero,55 €,"4,0","[""Aparcamiento público de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Actividades para niños (acondicionado para familias / niños)"",""Aire acondicionado""]",[],"Calle Sierra de la Estrella, 5, 28053, Madrid",40.3085577,-3.4791592
No disponible,No hay link,Home Suite Home Alfonso Apartments,189 €,"5,0",[],[],"Calle Fuencarral, 2, 28004, Madrid",40.4202273,-3.7015206
"La Pensión Norte Oviedo es un alojamiento modesto, recatado situado en pleno centro de Madrid, a 140 metros de la Plaza de Chueca, 500 metros de Banco de España en la calle Alcalá y a otros 500 metros de la Plaza de Alonso Martínez. Ubicación privilegiada que te va a permitir moverte por la ciudad de una forma rápida y sencilla a pie, sin necesidad de utilizar medio de transporte. Norte Oviedo está totalmente reformado. Proporciona unas habitaciones acogedoras, bien iluminadas con vistas a patio interior o con balcón a la calle Piamonte, presentan una decoración bonita, sencilla y funcional. Las habitaciones son privadas y todas con baño privado. Este establecimiento ofrece una buena relación calidad precio, habitaciones modernas con calefacción, aire acondicionado, conexión WiFi, internet por cable, TV, caja fuerte, lámparas de lectura. Se proporciona ropa de cama y toallas. Queremos que nuestros clientes disfruten y se sientan cómodos, tanto por la atención y el servicio prestado, como por el entorno moderno, tranquilo y acogedor. Sin duda alguna, ellos han sido y son, nuestra razón de ser.",No hay link,Norte Oviedo Rooms Madrid,120 €,"5,0",[],[],"Calle de Piamonte, 9, 28004, Madrid",40.4231515,-3.6959202
"El personal all�� es maravilloso y muy amable y servicial. Est�� en una excelente ubicaci��n para mi trabajo, pero tambi��n a 10 minutos de la ciudad en taxi o de 5 a 7 minutos de todos los excelentes restaurantes en Serrano y tiendas de lujo. Podr��as caminar a Serrano en 15/20 minutos m��s o menos. Tambi��n hay un excelente restaurante (La Mamona) y un bar (que se convierte en discoteca a medianoche) en el lugar y varios restaurantes a la vuelta de la esquina. Las habitaciones est��n muy bien acabadas y son modernas. Todo lo que necesitas para una estad��a prolongada. Vigile el suelo en la ducha/ba��era. Puede ser resbaladizo. Recibo el apartamento con la oficina, pero no lo uso como oficina porque no me gusta mucho el dise��o. Lo uso como habitaci��n libre para mi equipaje,…",No hay link,Hyatt Regency Madrid Residences,450 €,"3,0",[],[],"Paseo de la Castellana, 62, 28046, Madrid",40.4370756,-3.6892799
Fatal. El único hotel en el mundo que cobran 10 euros por cada persona por llegar por la noche. Peor de los peores. Encima no publica esto por ningún lado y te avisan como si nada. Estafadores y ladrones sin vergüenza. Les propongo a cobrar 2 euritos cada vez alguien entra por la puerta de su hotel 👍,No hay link,Hostal Abitum,55 €,"3,0","[""Internet de alta velocidad gratuito (wifi)""]",[],"Calle de Bravo Murillo, 127, 28020, Madrid",40.4495701,-3.7037609
"Hostal de 2* en pleno centro de Madrid, a tan solo 800m de la estación de tren de Atocha. Habitaciones de cama de matrimonio, de dos camas individuales, hasta habitaciones para tres personas, otras accesibles a sillas de ruedas, y hasta unas con terrazas (con suplemento). Hay parking de pago.",No hay link,easyHotel Madrid Centro Atocha,51 €,"3,0",[],[],"Calle Mezquite, 5B, 28045, Madrid",40.3966428,-3.6822935
"Descubre por qué tantos viajeros ven TH La Florida como el hotel ideal cuando visitan Madrid. Además de aportar la combinación ideal de calidad, comodidad y ubicación, ofrece un ambiente para familias con una amplia variedad de servicios diseñados para viajeros como tú.
Las habitaciones de TH La Florida ofrecen aire acondicionado, y mantenerse conectado es fácil, ya que hay wifi gratuito disponible.
Además, TH La Florida ofrece restaurante, lo que hará tu viaje a Madrid incluso más gratificante. Y otra ventaja es que hay aparcamiento privado de pago allí mismo disponible para los huéspedes.",No hay link,TH La Florida,61 €,"3,0","[""Aparcamiento privado de pago dentro del recinto"",""Aparcamiento"",""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Restaurante"",""Alquiler de coches"",""Centro de negocios con acceso a Internet"",""Hotel de no fumadores"",""Aire acondicionado"",""Servicio de limpieza"",""Televisor de pantalla plana""]","[""Habitaciones para familias""]","Calle Procion, 12, 28023, Madrid",40.4664753,-3.7999817
"Buen wifi, tamaño aceptable de habitaciones, las cocinas y baños están bien. Es muy difícil poder hablar con algún empleado, por lo general no hay nadie en la recepción. Al llegar no te informan bien de como es la utilización de las áreas comunes, horarios, ni nada. Deje una bolsa con alimentos en una mesa y me desapareció, cuando pregunté me dijeron que allí dejaban las cosas que uno no utilizaba (no está especificado en ninguna parte, ni lo informan). La limpieza es un poco deficiente.",No hay link,Residencia 12 Octubre,59 €,"3,0",[],[],"Calle de San Basilio, 19, 28026, Madrid",40.3803723,-3.7078858
"Apartamentos Para Alquiler Madrid - Alojamiento Y Desayuno Madrid
Los mejores apartamentos y habitaciones en Madrid. Los mejores estudios, apartamentos y pisos en Madrid
¿Busca un alojamiento en Madrid céntrico, con todas las comodidades y excelente relación calidad-precio? En Apartamentos Madrid, tenemos alojamientos para todo tipo de vacaciones, estancias cortas o largas y apartamentos corporativos. Disfrute de su estancia en nuestros Apartamentos turísticos y en nuestros edificios con habitaciones de lujo. Disponemos del Servicio de Llaves Electrónicas.",No hay link,Apartamentos Madrid,139 €,"3,0","[""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Se admiten mascotas"",""Conserje"",""Hotel de no fumadores"",""Servicio de lavandería"",""Lavadora"",""Habitación hipoalergénica"",""Aire acondicionado"",""Caja fuerte"",""Plancha"",""Cafetera/tetera"",""Cocina americana"",""Televisor de pantalla plana"",""Bañera/ducha""]","[""Habitaciones de no fumadores"",""Suites"",""Habitaciones para familias""]","Calle de Atocha, 19, 28012, Madrid",40.4140778,-3.7031142
"El hotel Osuna Feria Madrid está situado muy cerca de IFEMA y del Aeropuerto de Madrid-Barajas, cuenta con una terraza rodeada de bonitos jardines y una piscina de temporada donde poder relajarse. En el restaurante del hotel, H20, podrá disfrutar de una cocina mediterránea con un toque distinto y personal. Todo ello acompañado de unas preciosas vistas al jardín. A solo 5 minutos en coche de IFEMA, y a 10 minutos en coche del Aeropuerto Madrid-Barajas, es el hotel perfecto para viajes de negocios. Además, el establecimiento cuenta con una sala de reuniones para eventos profesionales y conferencias. A 9 km de la zona comercial y de negocios de Azca y de la Castellana, podrá disfrutar de tardes de compras en la capital, visitar los estadios Wanda Metropolitano y Santiago Bernabéu o los principales museos y espectáculos culturales de Madrid. Cuenta con unas excelentes conexiones, junto a la M-40 y la A-2. Además, el hotel dispone de traslado gratuito 24 horas al Aeropuerto.",No hay link,Best Osuna Madrid Feria,72 €,"3,0","[""Aparcamiento privado de pago dentro del recinto"",""Internet de alta velocidad gratuito (wifi)"",""Piscina"",""Bar/salón"",""Transporte gratuito desde/al aeropuerto"",""Sala de banquetes"",""Salas de reuniones"",""Espacio para guardar el equipaje"",""Aire acondicionado"",""Mesa de escritorio"",""Caja fuerte"",""Teléfono"",""Baños privados"",""Televisor de pantalla plana"",""Bañera/ducha"",""Artículos de aseo gratuitos de cortesía""]","[""Vistas a sitios de interés turístico"",""Habitaciones de no fumadores"",""Habitaciones para familias""]","Calle de Luis de la Mata, 18, 28042, Madrid",40.45312199999999,-3.6125912652832293
Este establecimiento está situado a solo 10 minutos a pie del estadio de fútbol del Real Madrid y a 15 minutos en transporte público del centro de Madrid. Ofrece conexión Wi-Fi gratuita y habitaciones con aire acondicionado.,No hay link,Hostal Suárez,51 €,"3,0","[""Aparcamiento privado de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Se admiten mascotas"",""Aire acondicionado"",""Mesa de escritorio"",""Televisor de pantalla plana"",""Bañera/ducha"",""Secador de pelo""]",[],"Calle de Ávila, 14, 28020, Madrid",40.452562650000004,-3.7005787678098674
"El Hostal Condestable situado en el barrio de moda de Malasaña, junto a la Gran Vía, se convierte en el alojamiento ideal para disfrutar de una agradable estancia en el corazón de Madrid. Ofrece una inmejorable ubicación para poder dar un paseo al Palacio Real, Catedral de la Almudena, Plaza Mayor o Museo del Prado entre otros; así como realizar sus compras en las zonas comerciale de Preciados o Fuencarral. Es un edificio arquitectónicamente propio del centro de Madrid, con la reciente remodelación de su fachada y ascensor. Fácil acceso en transporte público, también encontrará parking de pago concertado con el hostal a tan sólo 3 minutos.",No hay link,Hostal Condestable,52 €,"3,0","[""Aparcamiento público de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Alquiler de bicicletas"",""Servicio de traslado en autobús"",""Espacio para guardar el equipaje"",""Conserje"",""Registro de entrada 24 horas"",""Recepción 24 horas"",""Aire acondicionado"",""Mesa de escritorio"",""Servicio de limpieza"",""Plancha"",""Televisor de pantalla plana"",""Artículos de aseo gratuitos de cortesía"",""Secador de pelo""]","[""Habitaciones insonorizadas"",""Habitaciones de no fumadores"",""Habitaciones para familias""]","Calle de la Puebla, 15, 28004, Madrid",40.4222647,-3.7039415
"Le Petit Palü-Ópera se encuentra en Madrid, a 800 metros de la estación de metro Gran Vía, y ofrece WiFi gratuita, registro de entrada y salida exprés y mostrador de información turística.",No hay link,Le Petit Palu-Opera,68 €,"3,0",[],[],"Calle Caños del Peral, 9, 28013, Madrid",40.4190393,-3.7084384
"Fui con mi familia a pasar el fin de semana a Madrid, esta en una ubicación inmejorable, cerca de todo. El apartamento, amplio, muy bonito y con unas vistas maravillosas. Aún que está en pleno centro pudimos descansar muy bien.",No hay link,Boutike Cibeles,212 €,"3,0",[],[],"Calle de Alcalá, 57, 28014, Madrid",40.4198001,-3.6915135
"La búsqueda del hotel económico ideal en Madrid no tiene por qué ser difícil. Bienvenido a Hotel Madrid Rio, una fantástica opción para viajeros como tú.
Disfrutarás de agradables habitaciones que incluyen televisor de pantalla plana, aire acondicionado y mesa de escritorio, y podrás estar conectado durante tu estancia, ya que Hotel Isis ofrece wifi gratuito a los huéspedes.
El hotel tiene conserje.",No hay link,Hotel Madrid Rio,60 €,"3,0","[""Aparcamiento"",""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Bar/salón"",""Conserje"",""Hotel de no fumadores"",""Recepción 24 horas"",""Aire acondicionado"",""Mesa de escritorio"",""Caja fuerte"",""Teléfono"",""Plancha"",""Televisor de pantalla plana"",""Bañera/ducha""]","[""Habitaciones de no fumadores""]","Calle Antonio López, 168, 28026, Madrid",40.4542864,-3.7996377
El Home Art Apartments Madrid está ubicado en el barrio madrileño de Salamanca y ofrece alojamiento independiente con WiFi gratuita.,No hay link,Welcomer Apartments Madrid,134 €,"3,0",[],[],"Calle Eraso, 5, 28028, Madrid",40.4336415,-3.6722002
"El edificio que alberga el hostal ``El Tera´´ fue construido en el primer tercio del Siglo XIX y rehabilitado íntegramente en el año 2006.
Dispone de habitaciones con baño completo, otras con lavabo y bañera y otras con un solo lavabo (individuales). Se encuentra en la primera planta del edificio. Posee balcones a la calle y otros a patios vecinales muy tranquilos.
Ofrecemos precios económicos y un lugar para dormir barato, tranquilo, modesto y seguro; atención esmerada y trato amable en un Hostal en el centro de Madrid.",No hay link,El Tera Hostal,117 €,"3,0","[""Aparcamiento privado de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Espacio para guardar el equipaje"",""Conserje"",""Hotel de no fumadores"",""Recepción 24 horas"",""Servicio de habitaciones"",""Plancha"",""Secador de pelo""]",[],"Calle Magdalena, 29, 28012, Madrid",40.4124008,-3.7000694
No disponible,No hay link,Apartamentos Villa Latina,180 €,"3,0",[],[],"Calle Estudios, 7, 28012, Madrid",40.4117922,-3.7072393
"Descubre por qué tantos viajeros ven Hostal Corazon De Madrid como el hostal ideal cuando visitan Madrid. Además de aportar la combinación ideal de calidad, comodidad y ubicación, ofrece un ambiente económico con una amplia variedad de servicios diseñados para viajeros como tú.
Durante su estancia en Hostal Corazon De Madrid, los huéspedes pueden visitar Plaza de Santa Ana (0,8 km) y Malasaña (0,9 km), algunas de las principales atracciones de Madrid.",No hay link,Hostal Corazon De Madrid,65 €,"3,0","[""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Aire acondicionado"",""Caja fuerte"",""Frigorífico"",""Televisor de pantalla plana""]","[""Habitaciones de no fumadores""]","Calle San Bartolomé, 7, 28004, Madrid",40.7622164,-3.7880182
"La Residencia Universitaria Erasmo forma parte de la Universidad Autónoma de Madrid, situada a 15 km del centro de la ciudad. Ofrece centro de fitness y apartamentos tipo estudio modernos con conexión wifi gratuita. Todos los estudios de la Residencia Universitaria Erasmo disponen de zona de cocina con microondas y set de té y café. También tienen zona de estar y baño privado. Algunos incluyen suelo de parquet y TV de pantalla plana. La Residencia Universitaria Erasmo está bien comunicada con Madrid gracias a la estación de tren de RENFE, a 5 minutos a pie. El tren tarda unos 20 minutos en llegar a la Puerta del Sol, la plaza principal de Madrid.",No hay link,Residencia Universitaria Erasmo,110 €,"3,0","[""Aparcamiento privado de pago dentro del recinto"",""Internet de alta velocidad gratuito (wifi)"",""Gimnasio / Sala de entrenamiento"",""Bar/salón"",""Sala de juegos"",""Billares"",""Salas de reuniones"",""Espacio para guardar el equipaje"",""Aire acondicionado"",""Cocina americana"",""Microondas"",""Frigorífico""]","[""Habitaciones de no fumadores"",""Habitaciones para familias""]","Calle Erasmo de Rotterdam, 7, 28049, Madrid",40.5479599,-3.6989449
"El Hotel All In Suites Feria de Madrid está situado a 100 metros de la estación de metro Esperanza y ofrece recepción las 24 horas, conexión Wi-Fi gratuita y habitaciones con TV canales vía satélite. Un Hotel acogedor y centrado en el cuidado de cada detalle, con 29 habitaciones distribuidas en 4 plantas. Todas disponen de baño privado con ducha, amenities y secador de pelo. El Restaurante Om, abierto desde las 7:30H (L-V) y 8:00H (S, D y Festivos), les ofrece un variado desayuno Buffet, un Menú Ejecutivo a mediodía y Cenas a la Carta a precios muy competitivos. Nos encontramos a poca distancia de una zona de Ocio y Centros Comerciales muy exclusivos como el Arturo Soria Plaza o el Palacio de Hielo. En la puerta del Hotel está la parada de autobuses 120 y 122 con buenas conexiones para visitar Madrid. Estos autobuses terminan su recorrido en el Ferial o en el Estadio Santiago Bernabeu. Nuestro equipo, formado por profesionales con gran calidad humana, estará encantado de recibirles, atenderles y resolver todas sus peticiones tanto en el Hotel como en el Restaurante.",No hay link,All In Hotels Suites Feria de Madrid,65 €,"3,0","[""Aparcamiento privado de pago dentro del recinto"",""Internet de alta velocidad gratuito (wifi)"",""Bar/salón"",""Canales de televisión infantiles"",""Centro de negocios con acceso a Internet"",""Instalaciones para conferencias"",""Espacio para guardar el equipaje"",""Conserje"",""Cortinas opacas"",""Aire acondicionado"",""Mesa de escritorio"",""Servicio de limpieza"",""Servicio de habitaciones"",""Minibar"",""Televisor de pantalla plana"",""Bañera/ducha""]","[""Habitaciones de no fumadores"",""Suites""]","Calle del Moscatelar, 31, 28043, Madrid",40.457174,-3.6493596
"El Lotus Opera House ofrece habitaciones en Madrid, a 1,5 km del Museo del Prado y a 1,7 km del Museo Thyssen-Bornemisza. Se encuentra a unos 1,7 km de la Puerta de Toledo, a 2,2 km del Palacio Real de Madrid y a 2,5 km de la Gran Vía.",No hay link,Lotus Opera House,126 €,"3,0",[],[],"Calle del Arenal, 21, 28013, Madrid",40.4177419,-3.7087443
"El Woohoo Rooms Hortaleza ofrece alojamiento de 2 estrellas en Madrid, a 1 km del Museo Thyssen-Bornemisza y a 400 metros de la Gran Vía. Este hotel de 2 estrellas ofrece mostrador de información turística, consigna de equipaje y WiFi gratuita.",No hay link,Woohoo Rooms Hortaleza,105 €,"3,0",[],[],"Calle de Hortaleza, 21, 28004, Madrid",40.4216732,-3.7001576
"Todo el mundo necesita un sitio donde reposar cuando está cansado. Para aquellos que visiten Madrid, Huespedes La Asturiana es una magnífica elección para descansar. Conocido por su ambiente económico y su proximidad a fantásticos restaurantes y atracciones, Huespedes La Asturiana te ayuda a disfrutar de lo mejor de Madrid.
Las habitaciones de Huespedes La Asturiana incluyen televisor de pantalla plana y aire acondicionado para una comodidad mucho mayor, y los huéspedes pueden permanecer conectados con wifi gratuito.",No hay link,Huespedes La Asturiana,45 €,"3,0","[""Internet de alta velocidad gratuito (wifi)"",""Internet"",""Espacio para guardar el equipaje"",""Hotel de no fumadores"",""Recepción 24 horas"",""Aire acondicionado"",""Televisor de pantalla plana"",""Bañera/ducha""]",[],"Paseo del Prado, 40, 28014, Madrid",40.4104513,-3.6928735
"Bienvenido a Hostal Florinda, tu segundo hogar en Madrid. Hostal Florinda tiene como objetivo conseguir que tu visita sea lo más relajante y agradable posible, razón por la que tantos huéspedes siguen volviendo año tras año.
Al contar con muchos conocidos puntos de referencia en las inmediaciones, como Malasaña (0,6 km) y Plaza de Santa Ana (1,0 km), los huéspedes de Hostal Florinda tienen la oportunidad de visitar con facilidad algunas de las atracciones más populares de Madrid.",No hay link,Hostal Florinda,53 €,"3,0","[""Aparcamiento público de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Espacio para guardar el equipaje"",""Conserje"",""Recepción 24 horas"",""Aire acondicionado""]","[""Habitaciones insonorizadas""]","Calle del Barco, 13, 28004, Madrid",40.4215264,-3.7028186
"No hay agua caliente durante el día, el aire acondicionado funciona, hay una construcción justo afuera de la ventana, y la recepcionista nos cobró la impresión porque sabía que la necesitábamos. la ducha es con una cortina que no sé cuándo fue la última vez que se cambió. Lo único positivo que puedo decir es la ubicación. Para resumir, no vayas allí.",No hay link,Casa de Huespedes Prada,55 €,"2,5",[],[],"Calle Juanelo, 18, 28012, Madrid",40.4112141,-3.70603
"La búsqueda del hotel pequeño económico ideal en Madrid no tiene por qué ser complicada. Bienvenido a Hostal Estrella, una fantástica opción para viajeros como tú.
Para aquellos interesados en visitar puntos de referencia conocidos durante su viaje a Madrid, Hostal Estrella se encuentra cerca de Plaza Mayor (0,7 km) y Malasaña (0,8 km).
Las habitaciones de Hostal Estrella incluyen aire acondicionado para una comodidad mucho mayor, y los huéspedes pueden permanecer conectados con wifi gratuito.",No hay link,Hostal Estrella,56 €,"3,0","[""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Espacio para guardar el equipaje"",""Hotel de no fumadores"",""Registro de entrada y salida exprés"",""Aire acondicionado"",""Servicio de limpieza""]","[""Habitaciones de no fumadores""]","Calle de la Estrella, 5, 28004, Madrid",40.4220213,-3.7061279
"El Hostal Tijcal 2 está situado a tan sólo 100 metros de la Puerta del Sol y a 200 metros de la Plaza Mayor, en el centro del casco histórico de la ciudad. Recepción las 24 horas con una plantilla que le ofrece un servicio personalizado en varios idiomas, para facilitar su comunicación y estancia con nosotros.",No hay link,Hostal Inter Puerta Del Sol,52 €,"3,0","[""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Desayuno disponible"",""Hotel de no fumadores"",""Aire acondicionado"",""Mesa de escritorio"",""Caja fuerte"",""Televisor de pantalla plana"",""Bañera/ducha""]","[""Habitaciones de no fumadores""]","Calle de la Cruz, 26, 28012, Madrid",40.4148442,-3.7027669
